ec5_uuid,created_at,uploaded_at,title,lat_1_GPS,long_1_GPS,accuracy_1_GPS,UTM_Northing_1_GPS,UTM_Easting_1_GPS,UTM_Zone_1_GPS,2_Panel_trap_number,3_Males_Trapped,4_Females_trapped,5_Note
64b8a7fb-49fe-4310-b994-afac11f39c58,2020-01-15T04:32:22.435Z,2020-01-15T22:03:08.000Z,64b8a7fb-49fe-4310-b994-afac11f39c58,,,,,,,003,1,2,
065e6863-f52b-45bf-91c7-85b7c7bd1dc6,2020-01-15T04:30:05.751Z,2020-01-15T22:03:06.000Z,065e6863-f52b-45bf-91c7-85b7c7bd1dc6,,,,,,,002,2,3,
ce448eac-8096-4566-ba28-c31eff8c7131,2020-01-15T04:29:15.595Z,2020-01-15T22:03:05.000Z,ce448eac-8096-4566-ba28-c31eff8c7131,,,,,,,001,1,1,
624a531e-cac0-48a3-8563-c0fe432436b2,2020-01-15T04:22:48.874Z,2020-01-15T22:03:03.000Z,624a531e-cac0-48a3-8563-c0fe432436b2,,,,,,,031,0,1,
ad5614bc-db9d-4a01-a566-bc24c0f27825,2020-01-15T04:21:29.790Z,2020-01-15T22:03:02.000Z,ad5614bc-db9d-4a01-a566-bc24c0f27825,,,,,,,032,0,1,
0e34a61d-2ec1-49c5-b29c-6de9b64a5b8e,2020-01-15T04:20:25.938Z,2020-01-15T22:03:00.000Z,0e34a61d-2ec1-49c5-b29c-6de9b64a5b8e,,,,,,,033,0,1,
f326b0fb-6693-41f9-8703-968fb0dd9dd7,2020-01-15T04:19:30.214Z,2020-01-15T22:02:59.000Z,f326b0fb-6693-41f9-8703-968fb0dd9dd7,,,,,,,034,2,2,
814edc7d-95f6-42b0-a99c-7f0f99006891,2020-01-15T04:18:03.640Z,2020-01-15T22:02:57.000Z,814edc7d-95f6-42b0-a99c-7f0f99006891,,,,,,,035,4,3,
e4495549-9b0c-4112-aa2f-0e40f60b3d8f,2020-01-15T04:16:23.313Z,2020-01-15T22:02:56.000Z,e4495549-9b0c-4112-aa2f-0e40f60b3d8f,,,,,,,036,32,1,
e7392a63-5aca-48ca-a5e9-730c5a7e89bd,2020-01-15T04:15:22.400Z,2020-01-15T22:02:53.000Z,e7392a63-5aca-48ca-a5e9-730c5a7e89bd,,,,,,,037,0,1,
ab759323-68b5-4a9e-bef9-3755fa689816,2020-01-15T04:14:23.498Z,2020-01-15T22:02:52.000Z,ab759323-68b5-4a9e-bef9-3755fa689816,,,,,,,038,2,0,
cf3ebe97-c21c-4e2e-a1b3-4607292a758d,2020-01-15T04:13:11.845Z,2020-01-15T22:02:50.000Z,cf3ebe97-c21c-4e2e-a1b3-4607292a758d,,,,,,,039,1,2,
7afa7603-93ef-47aa-8317-c3b46c908bf2,2020-01-15T04:11:33.746Z,2020-01-15T22:02:48.000Z,7afa7603-93ef-47aa-8317-c3b46c908bf2,,,,,,,040,1,3,
76f78f58-1ce6-4373-aa8c-a44e1326fbda,2020-01-09T05:09:19.237Z,2020-01-12T08:56:37.000Z,76f78f58-1ce6-4373-aa8c-a44e1326fbda,,,,,,,030,0,1,
f2268dfc-96a7-40c5-9b9a-ed0859cc4add,2020-01-09T05:07:39.643Z,2020-01-12T08:56:35.000Z,f2268dfc-96a7-40c5-9b9a-ed0859cc4add,,,,,,,029,2,2,
743b84d3-1379-4c38-ae63-11c49d81e4e5,2020-01-09T05:06:21.145Z,2020-01-12T08:56:33.000Z,743b84d3-1379-4c38-ae63-11c49d81e4e5,,,,,,,028,0,0,
9b8d7724-5182-46dd-8442-998d47ceac17,2020-01-09T05:05:07.540Z,2020-01-12T08:56:32.000Z,9b8d7724-5182-46dd-8442-998d47ceac17,,,,,,,027,2,3,
81987718-9f96-43d1-94a1-c17688da2848,2020-01-09T05:03:44.665Z,2020-01-12T08:47:44.000Z,81987718-9f96-43d1-94a1-c17688da2848,,,,,,,026,0,3,
631ca446-c431-4ba6-a1a4-ced55d852ede,2020-01-09T05:02:42.827Z,2020-01-12T08:47:43.000Z,631ca446-c431-4ba6-a1a4-ced55d852ede,,,,,,,025,1,0,
fe0ba4cb-7323-4db3-8df8-598ae472a790,2020-01-09T05:01:02.579Z,2020-01-12T08:47:41.000Z,fe0ba4cb-7323-4db3-8df8-598ae472a790,,,,,,,024,1,0,"Change lure"
8a707c89-2cf1-470b-a62e-8fdbe3debe01,2020-01-09T04:59:41.744Z,2020-01-12T08:47:39.000Z,8a707c89-2cf1-470b-a62e-8fdbe3debe01,,,,,,,023,2,2,
c20fe968-4756-48b8-8070-7e41ed947eb8,2020-01-09T04:58:41.999Z,2020-01-12T08:47:38.000Z,c20fe968-4756-48b8-8070-7e41ed947eb8,,,,,,,022,0,0,
f1a22d29-dffb-4de6-be26-ca3e99cfc552,2020-01-09T04:57:48.202Z,2020-01-12T08:47:36.000Z,f1a22d29-dffb-4de6-be26-ca3e99cfc552,,,,,,,021,1,1,
0b909cf5-6b8e-4de5-a577-1dc038eec94b,2020-01-09T04:56:25.702Z,2020-01-12T08:47:35.000Z,0b909cf5-6b8e-4de5-a577-1dc038eec94b,,,,,,,020,0,2,"Change lure"
0439a18a-ac2b-4bb1-a768-4da3bbbe4d47,2020-01-09T04:55:09.168Z,2020-01-12T08:47:33.000Z,0439a18a-ac2b-4bb1-a768-4da3bbbe4d47,,,,,,,019,1,3,
c5a64dd0-7337-41c8-a64d-2d657d50f950,2020-01-09T04:45:25.639Z,2020-01-12T08:47:31.000Z,c5a64dd0-7337-41c8-a64d-2d657d50f950,,,,,,,018,0,1,
63b1ee2c-c8dd-427d-b6c1-1903809ee021,2020-01-09T04:43:43.181Z,2020-01-12T08:47:30.000Z,63b1ee2c-c8dd-427d-b6c1-1903809ee021,,,,,,,017,3,0,
d28960fe-368e-4a52-8c76-bcb8c0ed4b9e,2020-01-09T04:42:04.166Z,2020-01-12T08:47:28.000Z,d28960fe-368e-4a52-8c76-bcb8c0ed4b9e,,,,,,,016,1,2,
b6d0fc0e-ab60-4772-af6a-f5c63a3fb5e5,2020-01-09T04:40:02.718Z,2020-01-12T08:47:27.000Z,b6d0fc0e-ab60-4772-af6a-f5c63a3fb5e5,,,,,,,015,0,2,
400598bc-bd33-4e3f-a445-42da3e5c7786,2020-01-09T04:38:25.066Z,2020-01-12T08:47:25.000Z,400598bc-bd33-4e3f-a445-42da3e5c7786,,,,,,,014,0,0,
1f7c1760-f6e1-4dd7-adf9-d26f681957a7,2020-01-09T04:37:02.644Z,2020-01-12T08:47:23.000Z,1f7c1760-f6e1-4dd7-adf9-d26f681957a7,,,,,,,013,2,0,
414d557c-5065-4a10-905c-a3c72c852463,2020-01-09T04:34:53.100Z,2020-01-12T08:47:22.000Z,414d557c-5065-4a10-905c-a3c72c852463,,,,,,,012,3,1,
af8f4775-cc19-4d4c-9da4-7580c50aa2fd,2020-01-09T04:33:59.552Z,2020-01-12T08:47:20.000Z,af8f4775-cc19-4d4c-9da4-7580c50aa2fd,,,,,,,011,0,0,
2b8365d8-a2c3-443e-b05c-1a6bd3ea5cc3,2020-01-09T04:33:16.591Z,2020-01-12T08:47:19.000Z,2b8365d8-a2c3-443e-b05c-1a6bd3ea5cc3,,,,,,,010,0,2,
a1cc69e4-ece4-413e-b03a-47ec969820b8,2020-01-09T04:32:01.814Z,2020-01-12T08:47:17.000Z,a1cc69e4-ece4-413e-b03a-47ec969820b8,,,,,,,009,4,4,
160e6b64-5733-4dc2-890a-0551a6b85ea7,2020-01-09T04:27:55.847Z,2020-01-12T08:47:15.000Z,160e6b64-5733-4dc2-890a-0551a6b85ea7,,,,,,,008,6,6,
2c11a3e0-6b66-4c7f-bfaf-96022dfb0e22,2020-01-09T04:25:33.497Z,2020-01-12T08:47:14.000Z,2c11a3e0-6b66-4c7f-bfaf-96022dfb0e22,,,,,,,007,2,2,
f5314144-0b00-445f-9343-f32dd7cfedbb,2020-01-09T04:24:30.088Z,2020-01-12T08:47:12.000Z,f5314144-0b00-445f-9343-f32dd7cfedbb,,,,,,,006,0,1,
1fbce9ff-8460-48a4-8f08-5e976c5e759d,2020-01-09T04:23:37.846Z,2020-01-12T08:47:11.000Z,1fbce9ff-8460-48a4-8f08-5e976c5e759d,,,,,,,005,1,5,
5294ecee-6e9d-483d-9add-3344a5a921b4,2020-01-09T04:20:28.449Z,2020-01-12T08:47:09.000Z,5294ecee-6e9d-483d-9add-3344a5a921b4,,,,,,,004,1,4,"Change lure"
592362c6-ce2a-4197-94b5-951153047e1f,2020-01-09T04:19:28.075Z,2020-01-12T08:47:07.000Z,592362c6-ce2a-4197-94b5-951153047e1f,,,,,,,003,1,1,
9c8b089f-30bb-4ca4-8246-9f6821d929b9,2020-01-09T04:17:46.257Z,2020-01-12T08:47:06.000Z,9c8b089f-30bb-4ca4-8246-9f6821d929b9,,,,,,,002,4,2,
1dfa65c2-4359-4a42-966d-0274764e4b5a,2020-01-09T04:16:16.118Z,2020-01-12T08:47:04.000Z,1dfa65c2-4359-4a42-966d-0274764e4b5a,,,,,,,001,1,2,
3e3cc5f0-1791-4968-a3e8-23ac0ad4a7ae,2020-01-09T04:10:40.254Z,2020-01-12T08:47:03.000Z,3e3cc5f0-1791-4968-a3e8-23ac0ad4a7ae,,,,,,,031,1,1,
ed393f3f-3c13-4ee9-b3f2-f06ea802d8ad,2020-01-09T04:10:08.790Z,2020-01-12T08:47:01.000Z,ed393f3f-3c13-4ee9-b3f2-f06ea802d8ad,,,,,,,032,0,1,
ff7e505c-3aa8-4609-be7f-9d5c1b4c149c,2020-01-09T04:08:59.260Z,2020-01-12T08:47:00.000Z,ff7e505c-3aa8-4609-be7f-9d5c1b4c149c,,,,,,,033,2,2,
70b7cef9-05cc-4049-b805-133616236842,2020-01-09T04:08:10.869Z,2020-01-12T08:46:58.000Z,70b7cef9-05cc-4049-b805-133616236842,,,,,,,034,1,1,
8ad9f2ca-6bdf-4933-8bbe-c1ec238c91e4,2020-01-09T04:06:57.790Z,2020-01-12T08:46:56.000Z,8ad9f2ca-6bdf-4933-8bbe-c1ec238c91e4,,,,,,,035,0,1,
b65e024e-552c-4339-ba3b-e171d24c432c,2020-01-09T04:06:06.893Z,2020-01-12T08:46:55.000Z,b65e024e-552c-4339-ba3b-e171d24c432c,,,,,,,036,1,0,
b8f5fd5c-0a1f-4aef-a243-40e5cab06207,2020-01-09T04:04:51.698Z,2020-01-12T08:46:53.000Z,b8f5fd5c-0a1f-4aef-a243-40e5cab06207,,,,,,,037,1,0,"Change lure"
a11fabc1-b1b9-49d9-8654-1066e80ee0fc,2020-01-09T04:02:26.496Z,2020-01-12T08:46:52.000Z,a11fabc1-b1b9-49d9-8654-1066e80ee0fc,,,,,,,038,4,4,
b3cb73ac-9ebe-49c2-9a1f-503ada1abdf2,2020-01-09T04:00:52.908Z,2020-01-12T08:46:50.000Z,b3cb73ac-9ebe-49c2-9a1f-503ada1abdf2,,,,,,,039,3,1,
0a1e1829-82cd-439b-878e-de415e88534c,2020-01-09T03:59:51.150Z,2020-01-12T08:46:48.000Z,0a1e1829-82cd-439b-878e-de415e88534c,,,,,,,040,0,3,
65eff9db-83dd-4a41-9671-dfa86eb348f3,2019-12-26T01:41:47.281Z,2019-12-26T02:23:48.000Z,65eff9db-83dd-4a41-9671-dfa86eb348f3,,,,,,,034,0,7,indole
3e98c5f4-b2bc-4106-bf7f-06bb52f0df99,2019-12-26T01:37:44.994Z,2019-12-26T02:23:35.000Z,3e98c5f4-b2bc-4106-bf7f-06bb52f0df99,,,,,,,035,0,1,W-4
aba43982-1570-4e51-871e-66ce43c20600,2019-12-26T01:33:37.849Z,2019-12-26T02:23:18.000Z,aba43982-1570-4e51-871e-66ce43c20600,,,,,,,036,0,1,W-3
b259c3bd-ac6e-4b90-9a33-715ee11581aa,2019-12-26T01:31:20.981Z,2019-12-26T02:21:57.000Z,b259c3bd-ac6e-4b90-9a33-715ee11581aa,,,,,,,037,0,1,"W-2 trap"
9d1ccaa5-51cc-4a9f-85e8-ab4d37027ad1,2019-12-26T01:25:05.888Z,2019-12-26T02:21:44.000Z,9d1ccaa5-51cc-4a9f-85e8-ab4d37027ad1,,,,,,,038,2,6,
f6174fca-f8c4-47b8-aa95-6635cd73e9e0,2019-12-26T01:20:11.987Z,2019-12-26T02:21:31.000Z,f6174fca-f8c4-47b8-aa95-6635cd73e9e0,,,,,,,039,2,5,
6857377c-01ee-4e61-b7bb-c1f909b30cb2,2019-12-26T01:17:53.314Z,2019-12-26T02:21:18.000Z,6857377c-01ee-4e61-b7bb-c1f909b30cb2,,,,,,,040,0,1,
5450dbff-8f3a-4c15-a957-c4cd4d0b94a6,2019-12-18T05:38:27.037Z,2019-12-26T02:21:05.000Z,5450dbff-8f3a-4c15-a957-c4cd4d0b94a6,,,,,,,030,1,0,lure
b1076381-968e-4e0f-b0e5-a5e7f43735a6,2019-12-18T05:37:22.991Z,2019-12-26T02:20:52.000Z,b1076381-968e-4e0f-b0e5-a5e7f43735a6,,,,,,,029,3,3,
65ddee1c-0a74-4600-9ccb-8171eec0c82b,2019-12-18T05:36:22.501Z,2019-12-26T02:20:39.000Z,65ddee1c-0a74-4600-9ccb-8171eec0c82b,,,,,,,028,1,2,
f078f8fe-c41c-4587-b3fd-eb77c3cd526e,2019-12-18T05:35:33.926Z,2019-12-26T02:20:26.000Z,f078f8fe-c41c-4587-b3fd-eb77c3cd526e,,,,,,,027,1,1,
7af0da20-bb99-4134-95fe-a876c5940b4d,2019-12-18T05:34:22.840Z,2019-12-26T02:20:13.000Z,7af0da20-bb99-4134-95fe-a876c5940b4d,,,,,,,026,0,1,lure
8e2945e1-d6a8-4d38-bf87-a714edcffea4,2019-12-18T05:33:25.957Z,2019-12-26T02:20:00.000Z,8e2945e1-d6a8-4d38-bf87-a714edcffea4,,,,,,,025,1,1,
2a87ae25-6f19-408b-9731-19354df07de7,2019-12-18T05:32:16.821Z,2019-12-26T02:19:36.000Z,2a87ae25-6f19-408b-9731-19354df07de7,,,,,,,024,1,6,
0cdabfd1-16ca-4eb4-a887-13997aed15ec,2019-12-18T05:31:23.100Z,2019-12-26T02:19:23.000Z,0cdabfd1-16ca-4eb4-a887-13997aed15ec,,,,,,,023,1,5,
a75e84a8-f936-4fc3-aee9-6c79461c592d,2019-12-18T05:30:27.278Z,2019-12-26T02:19:04.000Z,a75e84a8-f936-4fc3-aee9-6c79461c592d,,,,,,,022,1,5,
0715b4df-33c3-41f6-9a01-1e6be8e78050,2019-12-18T05:29:01.982Z,2019-12-26T02:18:50.000Z,0715b4df-33c3-41f6-9a01-1e6be8e78050,,,,,,,021,0,0,lure
847bd11a-4088-4045-a264-d78296d46d3d,2019-12-18T05:28:05.435Z,2019-12-26T02:18:36.000Z,847bd11a-4088-4045-a264-d78296d46d3d,,,,,,,020,2,6,
592a5ca0-47a4-4f2e-89ee-b282375f0577,2019-12-18T05:26:38.701Z,2019-12-26T02:18:23.000Z,592a5ca0-47a4-4f2e-89ee-b282375f0577,,,,,,,019,0,2,lure
aab3d275-bfcd-41b5-8e3e-e18cea623e88,2019-12-18T05:19:22.899Z,2019-12-26T02:18:09.000Z,aab3d275-bfcd-41b5-8e3e-e18cea623e88,,,,,,,018,1,0,
d60ce2e3-205c-44ec-b387-7465a94b8acd,2019-12-18T05:17:41.246Z,2019-12-26T02:17:33.000Z,d60ce2e3-205c-44ec-b387-7465a94b8acd,,,,,,,017,0,3,
88354f65-5433-47e8-bf29-f7059051ff31,2019-12-18T05:14:52.320Z,2019-12-26T02:16:52.000Z,88354f65-5433-47e8-bf29-f7059051ff31,,,,,,,016,1,3,lure
65ef32ce-1a71-4b93-85ac-e7fd6d69e673,2019-12-18T05:13:22.055Z,2019-12-26T02:16:39.000Z,65ef32ce-1a71-4b93-85ac-e7fd6d69e673,,,,,,,015,1,5,
7661a7ef-d038-4b5c-a26d-0bc439a8c9e6,2019-12-18T05:11:34.576Z,2019-12-26T02:16:26.000Z,7661a7ef-d038-4b5c-a26d-0bc439a8c9e6,,,,,,,014,1,2,lure
c96a1680-8f9b-4902-88a7-84a9e0233a05,2019-12-18T05:10:34.886Z,2019-12-26T02:16:13.000Z,c96a1680-8f9b-4902-88a7-84a9e0233a05,,,,,,,013,1,3,
dff4bde7-9b02-4bb9-9ed9-e9dd4f57a397,2019-12-18T05:09:06.030Z,2019-12-26T02:15:30.000Z,dff4bde7-9b02-4bb9-9ed9-e9dd4f57a397,,,,,,,012,0,2,lure
a49899c7-8b2f-44d0-96f7-ef4057a14932,2019-12-18T05:07:11.677Z,2019-12-26T02:15:10.000Z,a49899c7-8b2f-44d0-96f7-ef4057a14932,,,,,,,011,0,4,lure
5e868407-cf25-4757-8ed8-cf0963396190,2019-12-18T05:05:38.279Z,2019-12-26T02:14:21.000Z,5e868407-cf25-4757-8ed8-cf0963396190,,,,,,,010,1,1,
77220a23-3ec4-4b7f-aadb-7ce3abf5764f,2019-12-18T05:04:42.953Z,2019-12-26T02:14:09.000Z,77220a23-3ec4-4b7f-aadb-7ce3abf5764f,,,,,,,009,0,1,lure
27d080fb-e7d9-4c72-aa64-5c76f48d95f8,2019-12-18T05:01:06.358Z,2019-12-26T02:13:55.000Z,27d080fb-e7d9-4c72-aa64-5c76f48d95f8,,,,,,,008,3,9,
04dc88ff-979b-417a-80de-e85631d36dec,2019-12-18T04:59:13.358Z,2019-12-26T02:13:43.000Z,04dc88ff-979b-417a-80de-e85631d36dec,,,,,,,007,0,2,
2137d159-fb49-4acb-a895-09b44be7e7f3,2019-12-18T04:58:27.116Z,2019-12-26T02:13:30.000Z,2137d159-fb49-4acb-a895-09b44be7e7f3,,,,,,,006,1,3,
031895ec-e05b-45a1-a561-14b48eb8efc8,2019-12-18T04:57:08.144Z,2019-12-26T02:13:16.000Z,031895ec-e05b-45a1-a561-14b48eb8efc8,,,,,,,005,4,4,
b4069ece-4b77-44b4-b663-bfc1542da391,2019-12-18T04:55:47.387Z,2019-12-26T02:13:03.000Z,b4069ece-4b77-44b4-b663-bfc1542da391,,,,,,,004,3,4,
65eda102-d801-4013-adea-9c35fec586d8,2019-12-18T04:54:42.320Z,2019-12-26T02:12:51.000Z,65eda102-d801-4013-adea-9c35fec586d8,,,,,,,003,2,1,
3287ced7-bddc-4e7d-93d4-f92e020bde33,2019-12-18T04:52:58.634Z,2019-12-26T02:12:37.000Z,3287ced7-bddc-4e7d-93d4-f92e020bde33,,,,,,,002,0,4,
92ffadb5-fe49-4e67-8bed-6f33807c058b,2019-12-18T04:52:14.375Z,2019-12-26T02:12:25.000Z,92ffadb5-fe49-4e67-8bed-6f33807c058b,,,,,,,001,1,3,lure
6c781155-9edb-44c5-9fe6-ee4c01829ae2,2019-12-18T04:41:47.109Z,2019-12-26T02:12:11.000Z,6c781155-9edb-44c5-9fe6-ee4c01829ae2,,,,,,,031,1,1,
9af247b6-18b0-4cf6-88a0-886bdc3507b2,2019-12-18T04:34:10.544Z,2019-12-26T02:11:55.000Z,9af247b6-18b0-4cf6-88a0-886bdc3507b2,,,,,,,032,1,0,"032 to W5"
572045b3-d62a-49ec-b0bd-261850ce2cf3,2019-12-18T04:32:30.532Z,2019-12-26T02:11:42.000Z,572045b3-d62a-49ec-b0bd-261850ce2cf3,,,,,,,033,0,0,
0ed225af-ddb5-4ba0-8fc2-c6f1807d1fe9,2019-12-18T04:30:34.867Z,2019-12-26T02:11:29.000Z,0ed225af-ddb5-4ba0-8fc2-c6f1807d1fe9,,,,,,,034,3,4,
305f317c-9216-41cb-84af-6912394eb385,2019-12-18T04:24:04.365Z,2019-12-26T02:11:16.000Z,305f317c-9216-41cb-84af-6912394eb385,,,,,,,035,1,4,"035 to W4"
cbbb5ebe-e60f-4d80-999c-0f21583a8ee6,2019-12-18T04:16:43.116Z,2019-12-26T02:11:03.000Z,cbbb5ebe-e60f-4d80-999c-0f21583a8ee6,,,,,,,036,0,0,"036 to W3"
0ac7e4cc-1a4f-4ad7-a936-9a19afba5ec5,2019-12-18T04:07:19.881Z,2019-12-26T02:10:50.000Z,0ac7e4cc-1a4f-4ad7-a936-9a19afba5ec5,,,,,,,037,1,2,"037 to W2"
710c9b56-a8ae-4d24-a2e2-a89881bc6c29,2019-12-18T04:05:58.035Z,2019-12-26T02:10:05.000Z,710c9b56-a8ae-4d24-a2e2-a89881bc6c29,,,,,,,037,1,3,
c9e5a4c2-315a-4ce4-a116-df7e155f878e,2019-12-18T04:03:26.282Z,2019-12-26T02:09:53.000Z,c9e5a4c2-315a-4ce4-a116-df7e155f878e,,,,,,,039,1,3,lure
7d0f9bc4-7cb7-4055-b23f-f4b96d0aa879,2019-12-18T03:49:25.849Z,2019-12-26T02:09:40.000Z,7d0f9bc4-7cb7-4055-b23f-f4b96d0aa879,,,,,,,040,2,2,"swapped for trap w1"
3218c839-a425-423c-9ddf-d22dfe6c97f4,2019-12-13T04:33:12.363Z,2019-12-26T02:09:27.000Z,3218c839-a425-423c-9ddf-d22dfe6c97f4,,,,,,,030,3,2,
d32208e0-49a5-470f-b08b-cce4fdca8395,2019-12-13T04:32:20.271Z,2019-12-26T02:09:13.000Z,d32208e0-49a5-470f-b08b-cce4fdca8395,,,,,,,029,4,11,
a5a99dc9-8d56-4cc2-a8b4-d875ffc386be,2019-12-13T04:30:58.426Z,2019-12-26T02:09:01.000Z,a5a99dc9-8d56-4cc2-a8b4-d875ffc386be,,,,,,,028,1,2,
669ed8f2-5c91-41f7-a399-c0a65d36a96c,2019-12-13T04:30:16.644Z,2019-12-26T02:08:48.000Z,669ed8f2-5c91-41f7-a399-c0a65d36a96c,,,,,,,027,0,1,
e056abf1-fe79-49bf-ac95-ccaa22e60321,2019-12-13T04:29:36.552Z,2019-12-26T02:08:34.000Z,e056abf1-fe79-49bf-ac95-ccaa22e60321,,,,,,,026,0,4,
5177ccbd-7b1c-41ba-bc3a-176efb73becd,2019-12-13T04:28:55.870Z,2019-12-26T02:08:22.000Z,5177ccbd-7b1c-41ba-bc3a-176efb73becd,,,,,,,025,0,3,
24b2ab62-4a37-4f12-a553-a7015f5fedcb,2019-12-13T04:27:50.421Z,2019-12-26T02:08:05.000Z,24b2ab62-4a37-4f12-a553-a7015f5fedcb,,,,,,,024,3,5,
31c77402-a3fd-482a-ae8c-7f6714557b57,2019-12-13T04:27:06.363Z,2019-12-26T02:07:52.000Z,31c77402-a3fd-482a-ae8c-7f6714557b57,,,,,,,023,1,3,
43c3dd33-ae22-43dc-a283-31e8c5b73c21,2019-12-13T04:26:30.796Z,2019-12-26T02:07:39.000Z,43c3dd33-ae22-43dc-a283-31e8c5b73c21,,,,,,,022,2,2,
7bd9cee0-4524-44ad-9632-bddb30f5e2c5,2019-12-13T04:25:53.367Z,2019-12-26T02:07:26.000Z,7bd9cee0-4524-44ad-9632-bddb30f5e2c5,,,,,,,021,1,3,
a7fc4763-465f-486c-9d22-9947e96fd3ae,2019-12-13T04:25:12.582Z,2019-12-26T02:07:13.000Z,a7fc4763-465f-486c-9d22-9947e96fd3ae,,,,,,,020,3,3,
5cb73a44-ed8b-4a90-9794-e0c3646822db,2019-12-13T04:24:26.497Z,2019-12-26T02:07:00.000Z,5cb73a44-ed8b-4a90-9794-e0c3646822db,,,,,,,019,2,3,
9947c131-c508-4d12-a8e8-1f6147f6167f,2019-12-13T04:16:01.464Z,2019-12-26T02:06:47.000Z,9947c131-c508-4d12-a8e8-1f6147f6167f,,,,,,,017,2,4,
45026dd1-677d-445d-b38b-4952c7c32ec9,2019-12-13T04:15:02.712Z,2019-12-26T02:06:34.000Z,45026dd1-677d-445d-b38b-4952c7c32ec9,,,,,,,017,1,6,
ac71addd-b2cd-4436-9575-453e4dee05f8,2019-12-13T04:13:59.457Z,2019-12-26T02:06:21.000Z,ac71addd-b2cd-4436-9575-453e4dee05f8,,,,,,,016,3,3,
cbbbf02d-9038-4500-a511-1aa0965aceff,2019-12-13T04:13:05.202Z,2019-12-26T02:06:08.000Z,cbbbf02d-9038-4500-a511-1aa0965aceff,,,,,,,015,0,0,"lure missing, replaced"
7b44df79-7260-4e82-b1e3-4ab6caa05142,2019-12-13T04:11:36.254Z,2019-12-26T02:05:55.000Z,7b44df79-7260-4e82-b1e3-4ab6caa05142,,,,,,,014,3,3,
8230a982-10ab-4e79-8367-1c86aa91c2f7,2019-12-13T04:10:24.926Z,2019-12-26T02:05:42.000Z,8230a982-10ab-4e79-8367-1c86aa91c2f7,,,,,,,013,1,4,
fb0aeb0e-8cce-4797-b4df-4a253db25a87,2019-12-13T04:09:25.604Z,2019-12-26T02:05:28.000Z,fb0aeb0e-8cce-4797-b4df-4a253db25a87,,,,,,,012,2,4,
d7beabfa-2e5e-4b44-a6e0-4407b2d6dc11,2019-12-13T04:08:40.515Z,2019-12-26T02:05:02.000Z,d7beabfa-2e5e-4b44-a6e0-4407b2d6dc11,,,,,,,011,3,4,
2bf519e0-1a46-4bf1-8045-20c882095494,2019-12-13T04:07:59.798Z,2019-12-26T02:04:49.000Z,2bf519e0-1a46-4bf1-8045-20c882095494,,,,,,,010,2,2,
50fba74f-c10c-4dbd-915a-673eb0805955,2019-12-13T04:07:38.410Z,2019-12-26T02:04:36.000Z,50fba74f-c10c-4dbd-915a-673eb0805955,,,,,,,009,0,0,lure
71198d46-66c6-4995-b7eb-3687c8010f71,2019-12-13T04:03:31.074Z,2019-12-26T02:04:24.000Z,71198d46-66c6-4995-b7eb-3687c8010f71,,,,,,,008,3,5,
204e89b4-fe35-48d0-b1cc-ae2dbd5c3010,2019-12-13T04:01:57.623Z,2019-12-26T02:04:22.000Z,204e89b4-fe35-48d0-b1cc-ae2dbd5c3010,,,,,,,007,2,2,lure
a50cca2e-91b5-4747-a0f2-90eb201bce15,2019-12-13T04:00:03.153Z,2019-12-26T02:04:20.000Z,a50cca2e-91b5-4747-a0f2-90eb201bce15,,,,,,,006,3,5,lure
0fe4bcb1-65a8-4d0c-be77-3f3073ecc8dc,2019-12-13T03:58:54.324Z,2019-12-26T02:04:18.000Z,0fe4bcb1-65a8-4d0c-be77-3f3073ecc8dc,,,,,,,005,2,7,
61409b59-560f-429d-a102-17e5ad865610,2019-12-13T03:57:18.416Z,2019-12-26T02:04:17.000Z,61409b59-560f-429d-a102-17e5ad865610,,,,,,,004,2,6,lure
a58cced5-52f7-4adb-9c44-cb4b595fed5c,2019-12-13T03:54:03.447Z,2019-12-26T02:04:04.000Z,a58cced5-52f7-4adb-9c44-cb4b595fed5c,,,,,,,003,4,5,
61639076-d51d-4126-922e-94c5ea5b9b71,2019-12-13T03:51:29.511Z,2019-12-26T02:03:51.000Z,61639076-d51d-4126-922e-94c5ea5b9b71,,,,,,,002,2,6,lure
0a01babf-0751-4508-93f6-481dbd3ef383,2019-12-13T03:50:57.992Z,2019-12-26T02:03:03.000Z,0a01babf-0751-4508-93f6-481dbd3ef383,,,,,,,001,2,4,
cdbffa85-f524-4c76-9af9-54e29c941bba,2019-12-13T03:45:52.105Z,2019-12-26T02:02:50.000Z,cdbffa85-f524-4c76-9af9-54e29c941bba,,,,,,,031,4,6,
f481e5e8-392c-4ecb-9ec3-3c639a92a0e1,2019-12-13T03:43:50.332Z,2019-12-26T02:02:37.000Z,f481e5e8-392c-4ecb-9ec3-3c639a92a0e1,,,,,,,032,2,1,lure
11089771-11a0-48b9-b36b-ef57f0e1cb71,2019-12-13T03:42:34.883Z,2019-12-26T02:02:24.000Z,11089771-11a0-48b9-b36b-ef57f0e1cb71,,,,,,,034,3,3,
c81abef0-51f6-4dd7-909c-5d03ad74e16e,2019-12-13T03:41:12.416Z,2019-12-26T02:02:11.000Z,c81abef0-51f6-4dd7-909c-5d03ad74e16e,,,,,,,034,0,2,lure
